geneA	geneB	combined_score
Rv0627	Rv2010	806
Rv0629c	Rv0630c	998
Rv0629c	Rv0631c	999
Rv0629c	Rv1537	700
Rv0629c	Rv1629	701
Rv0629c	Rv2062c	734
Rv0629c	Rv2718c	756
Rv0630c	Rv0631c	999
Rv0630c	Rv0938	755
Rv0630c	Rv1629	809
Rv0630c	Rv1696	766
Rv0630c	Rv2362c	884
Rv0630c	Rv2737c	823
Rv0630c	Rv2973c	793
Rv0630c	Rv3014c	761
Rv0631c	Rv1629	745
Rv0631c	Rv2311	823
Rv0631c	Rv2973c	876
Rv0631c	Rv3062	752
Rv0631c	Rv3731	850
Rv0632c	Rv0633c	817
Rv0632c	Rv0634c	728
Rv0632c	Rv0831c	734
Rv0632c	Rv0859	758
Rv0632c	Rv0860	764
Rv0632c	Rv0914c	798
Rv0632c	Rv0951	782
Rv0632c	Rv0975c	849
Rv0632c	Rv1074c	764
Rv0632c	Rv1135A	761
Rv0632c	Rv1323	767
Rv0632c	Rv1436	750
Rv0632c	Rv1627c	786
Rv0632c	Rv1679	843
Rv0632c	Rv1715	765
Rv0632c	Rv1867	776
Rv0632c	Rv2500c	850
Rv0632c	Rv2502c	732
Rv0632c	Rv2524c	816
Rv0632c	Rv2790c	759
Rv0632c	Rv3140	850
Rv0632c	Rv3522	762
Rv0632c	Rv3523	757
Rv0632c	Rv3540c	757
Rv0632c	Rv3546	758
Rv0632c	Rv3556c	757
Rv0633c	Rv0759c	844
Rv0633c	Rv0760c	871
Rv0633c	Rv2168c	870
Rv0633c	Rv2169c	806
Rv0633c	Rv2286c	870
Rv0634B	Rv0635	816
Rv0634B	Rv0636	881
Rv0634B	Rv0637	844
Rv0634B	Rv0638	934
Rv0634B	Rv0639	851
Rv0634B	Rv0640	984
Rv0634B	Rv0641	985
Rv0634B	Rv0651	974
Rv0634B	Rv0652	960
Rv0634B	Rv0682	999
Rv0634B	Rv0683	999
Rv0634B	Rv0684	876
Rv0634B	Rv0685	972
Rv0634B	Rv0700	999
Rv0634B	Rv0701	999
Rv0634B	Rv0702	999
Rv0634B	Rv0703	999
Rv0634B	Rv0704	999
Rv0634B	Rv0705	999
Rv0634B	Rv0706	999
Rv0634B	Rv0707	999
Rv0634B	Rv0708	999
Rv0634B	Rv0709	999
Rv0634B	Rv0710	999
Rv0634B	Rv0714	999
Rv0634B	Rv0715	999
Rv0634B	Rv0716	999
Rv0634B	Rv0717	999
Rv0634B	Rv0718	999
Rv0634B	Rv0719	999
Rv0634B	Rv0720	999
Rv0634B	Rv0721	999
Rv0634B	Rv0722	999
Rv0634B	Rv0723	999
Rv0634B	Rv0732	734
Rv0634B	Rv0979A	983
Rv0634B	Rv1015c	999
Rv0634B	Rv1274	790
Rv0634B	Rv1298	999
Rv0634B	Rv1299	842
Rv0634B	Rv1388	929
Rv0634B	Rv1473	781
Rv0634B	Rv1475c	790
Rv0634B	Rv1630	743
Rv0634B	Rv1642	999
Rv0634B	Rv1643	999
Rv0634B	Rv1840c	748
Rv0634B	Rv2055c	984
Rv0634B	Rv2056c	959
Rv0634B	Rv2057c	900
Rv0634B	Rv2058c	948
Rv0634B	Rv2098c	749
Rv0634B	Rv2099c	748
Rv0634B	Rv2404c	833
Rv0634B	Rv2412	999
Rv0634B	Rv2420c	802
Rv0634B	Rv2440c	779
Rv0634B	Rv2441c	999
Rv0634B	Rv2442c	999
Rv0634B	Rv2445c	714
Rv0634B	Rv2462c	724
Rv0634B	Rv2477c	905
Rv0634B	Rv2534c	919
Rv0634B	Rv2583c	812
Rv0634B	Rv2614c	726
Rv0634B	Rv2725c	819
Rv0634B	Rv2785c	999
Rv0634B	Rv2839c	882
Rv0634B	Rv2882c	863
Rv0634B	Rv2889c	833
Rv0634B	Rv2890c	959
Rv0634B	Rv2904c	999
Rv0634B	Rv2909c	999
Rv0634B	Rv2925c	847
Rv0634B	Rv3013	745
Rv0634B	Rv3100c	848
Rv0634B	Rv3105c	875
Rv0634B	Rv3241c	874
Rv0634B	Rv3442c	999
Rv0634B	Rv3443c	999
Rv0634B	Rv3456c	999
Rv0634B	Rv3457c	844
Rv0634B	Rv3458c	999
Rv0634B	Rv3459c	999
Rv0634B	Rv3460c	999
Rv0634B	Rv3461c	999
Rv0634B	Rv3587c	802
Rv0634B	Rv3846	815
Rv0634B	Rv3924c	999
Rv0635	Rv0636	999
Rv0635	Rv0637	934
Rv0635	Rv3457c	735
Rv0636	Rv0637	999
Rv0636	Rv0715	730
Rv0636	Rv0716	703
Rv0636	Rv0718	760
Rv0636	Rv0719	761
Rv0636	Rv0733	837
Rv0636	Rv1078	732
Rv0636	Rv1483	839
Rv0636	Rv1484	813
Rv0636	Rv1630	733
Rv0636	Rv2243	703
Rv0636	Rv2245	775
Rv0636	Rv2246	741
Rv0637	Rv0704	786
Rv0637	Rv0715	744
Rv0637	Rv0718	806
Rv0637	Rv0719	770
Rv0637	Rv0733	747
Rv0637	Rv1630	857
Rv0637	Rv2243	740
Rv0638	Rv0639	996
Rv0638	Rv0640	996
Rv0638	Rv0641	986
Rv0638	Rv0651	930
Rv0638	Rv0652	841
Rv0638	Rv0682	845
Rv0638	Rv0683	887
Rv0638	Rv0685	809
Rv0638	Rv0700	911
Rv0638	Rv0701	923
Rv0638	Rv0702	911
Rv0638	Rv0703	893
Rv0638	Rv0704	906
Rv0638	Rv0705	904
Rv0638	Rv0706	905
Rv0638	Rv0707	913
Rv0638	Rv0708	874
Rv0638	Rv0709	735
Rv0638	Rv0710	767
Rv0638	Rv0714	766
Rv0638	Rv0715	878
Rv0638	Rv0716	877
Rv0638	Rv0717	850
Rv0638	Rv0718	902
Rv0638	Rv0719	900
Rv0638	Rv0720	888
Rv0638	Rv0721	909
Rv0638	Rv0722	886
Rv0638	Rv0723	920
Rv0638	Rv0732	999
Rv0638	Rv0979A	895
Rv0638	Rv1015c	734
Rv0638	Rv1388	849
Rv0638	Rv1440	999
Rv0638	Rv1642	872
Rv0638	Rv1643	786
Rv0638	Rv1821	993
Rv0638	Rv1944c	797
Rv0638	Rv2055c	830
Rv0638	Rv2056c	849
Rv0638	Rv2057c	868
Rv0638	Rv2058c	838
Rv0638	Rv2094c	733
Rv0638	Rv2412	725
Rv0638	Rv2441c	777
Rv0638	Rv2442c	862
Rv0638	Rv2462c	738
Rv0638	Rv2586c	965
Rv0638	Rv2587c	968
Rv0638	Rv2588c	984
Rv0638	Rv2785c	767
Rv0638	Rv2889c	790
Rv0638	Rv2890c	724
Rv0638	Rv2903c	781
Rv0638	Rv2904c	724
Rv0638	Rv2909c	717
Rv0638	Rv2916c	981
Rv0638	Rv2921c	989
Rv0638	Rv3240c	996
Rv0638	Rv3442c	874
Rv0638	Rv3443c	914
Rv0638	Rv3456c	742
Rv0638	Rv3457c	885
Rv0638	Rv3458c	928
Rv0638	Rv3459c	904
Rv0638	Rv3460c	858
Rv0638	Rv3461c	750
Rv0638	Rv3921c	980
Rv0638	Rv3922c	746
Rv0638	Rv3924c	737
Rv0639	Rv0640	999
Rv0639	Rv0641	994
Rv0639	Rv0651	947
Rv0639	Rv0652	967
Rv0639	Rv0667	989
Rv0639	Rv0668	983
Rv0639	Rv0682	933
Rv0639	Rv0683	935
Rv0639	Rv0684	951
Rv0639	Rv0685	940
Rv0639	Rv0700	976
Rv0639	Rv0701	930
Rv0639	Rv0702	950
Rv0639	Rv0703	890
Rv0639	Rv0704	935
Rv0639	Rv0705	953
Rv0639	Rv0706	927
Rv0639	Rv0707	975
Rv0639	Rv0708	947
Rv0639	Rv0709	878
Rv0639	Rv0710	915
Rv0639	Rv0714	949
Rv0639	Rv0715	944
Rv0639	Rv0716	931
Rv0639	Rv0717	880
Rv0639	Rv0718	976
Rv0639	Rv0719	974
Rv0639	Rv0720	929
Rv0639	Rv0721	842
Rv0639	Rv0722	913
Rv0639	Rv0723	944
Rv0639	Rv0732	899
Rv0639	Rv0979A	858
Rv0639	Rv1015c	833
Rv0639	Rv1080c	746
Rv0639	Rv1297	972
Rv0639	Rv1298	715
Rv0639	Rv1307	797
Rv0639	Rv1341	767
Rv0639	Rv1388	824
Rv0639	Rv1390	754
Rv0639	Rv1630	913
Rv0639	Rv1642	870
Rv0639	Rv1643	809
Rv0639	Rv1650	714
Rv0639	Rv2055c	815
Rv0639	Rv2056c	856
Rv0639	Rv2057c	713
Rv0639	Rv2058c	737
Rv0639	Rv2154c	720
Rv0639	Rv2412	809
Rv0639	Rv2441c	748
Rv0639	Rv2442c	900
Rv0639	Rv2462c	810
Rv0639	Rv2533c	961
Rv0639	Rv2703	777
Rv0639	Rv2785c	834
Rv0639	Rv2841c	964
Rv0639	Rv2842c	724
Rv0639	Rv2889c	814
Rv0639	Rv2890c	898
Rv0639	Rv2904c	814
Rv0639	Rv2909c	840
Rv0639	Rv3442c	748
Rv0639	Rv3443c	865
Rv0639	Rv3456c	921
Rv0639	Rv3457c	967
Rv0639	Rv3458c	924
Rv0639	Rv3459c	849
Rv0639	Rv3460c	864
Rv0639	Rv3461c	803
Rv0639	Rv3462c	734
Rv0640	Rv0641	999
Rv0640	Rv0651	999
Rv0640	Rv0652	998
Rv0640	Rv0667	998
Rv0640	Rv0668	973
Rv0640	Rv0682	996
Rv0640	Rv0683	995
Rv0640	Rv0684	994
Rv0640	Rv0685	997
Rv0640	Rv0700	996
Rv0640	Rv0701	999
Rv0640	Rv0702	996
Rv0640	Rv0703	992
Rv0640	Rv0704	998
Rv0640	Rv0705	997
Rv0640	Rv0706	998
Rv0640	Rv0707	997
Rv0640	Rv0708	998
Rv0640	Rv0709	997
Rv0640	Rv0710	995
Rv0640	Rv0714	998
Rv0640	Rv0715	997
Rv0640	Rv0716	998
Rv0640	Rv0717	970
Rv0640	Rv0718	996
Rv0640	Rv0719	999
Rv0640	Rv0720	999
Rv0640	Rv0721	997
Rv0640	Rv0722	998
Rv0640	Rv0723	996
Rv0640	Rv0732	988
Rv0640	Rv0734	848
Rv0640	Rv0881	706
Rv0640	Rv0979A	991
Rv0640	Rv1004c	850
Rv0640	Rv1015c	999
Rv0640	Rv1253	787
Rv0640	Rv1298	992
Rv0640	Rv1299	921
Rv0640	Rv1305	710
Rv0640	Rv1306	735
Rv0640	Rv1307	993
Rv0640	Rv1308	778
Rv0640	Rv1309	812
Rv0640	Rv1310	830
Rv0640	Rv1388	961
Rv0640	Rv1390	838
Rv0640	Rv1440	711
Rv0640	Rv1507c	716
Rv0640	Rv1540	827
Rv0640	Rv1617	932
Rv0640	Rv1630	968
Rv0640	Rv1641	972
Rv0640	Rv1642	998
Rv0640	Rv1643	997
Rv0640	Rv1644	715
Rv0640	Rv1650	867
Rv0640	Rv1699	816
Rv0640	Rv1840c	888
Rv0640	Rv1910c	793
Rv0640	Rv1911c	794
Rv0640	Rv2055c	973
Rv0640	Rv2056c	969
Rv0640	Rv2057c	968
Rv0640	Rv2058c	956
Rv0640	Rv2098c	888
Rv0640	Rv2099c	888
Rv0640	Rv2140c	794
Rv0640	Rv2367c	870
Rv0640	Rv2373c	866
Rv0640	Rv2404c	946
Rv0640	Rv2412	986
Rv0640	Rv2420c	923
Rv0640	Rv2440c	908
Rv0640	Rv2441c	995
Rv0640	Rv2442c	993
Rv0640	Rv2445c	786
Rv0640	Rv2460c	780
Rv0640	Rv2461c	777
Rv0640	Rv2462c	879
Rv0640	Rv2478c	713
Rv0640	Rv2534c	929
Rv0640	Rv2582	799
Rv0640	Rv2583c	874
Rv0640	Rv2614c	916
Rv0640	Rv2629	713
Rv0640	Rv2725c	932
Rv0640	Rv2783c	751
Rv0640	Rv2785c	992
Rv0640	Rv2838c	791
Rv0640	Rv2839c	986
Rv0640	Rv2841c	983
Rv0640	Rv2861c	825
Rv0640	Rv2882c	988
Rv0640	Rv2889c	960
Rv0640	Rv2890c	996
Rv0640	Rv2904c	996
Rv0640	Rv2906c	811
Rv0640	Rv2907c	782
Rv0640	Rv2909c	997
Rv0640	Rv2916c	852
Rv0640	Rv2921c	881
Rv0640	Rv2925c	926
Rv0640	Rv2926c	855
Rv0640	Rv2932	706
Rv0640	Rv2946c	708
Rv0640	Rv2992c	988
Rv0640	Rv3013	837
Rv0640	Rv3100c	766
Rv0640	Rv3105c	949
Rv0640	Rv3211	823
Rv0640	Rv3241c	873
Rv0640	Rv3300c	825
Rv0640	Rv3396c	976
Rv0640	Rv3442c	996
Rv0640	Rv3443c	998
Rv0640	Rv3456c	995
Rv0640	Rv3457c	994
Rv0640	Rv3458c	994
Rv0640	Rv3459c	995
Rv0640	Rv3460c	997
Rv0640	Rv3461c	996
Rv0640	Rv3462c	976
Rv0640	Rv3579c	829
Rv0640	Rv3846	907
Rv0640	Rv3921c	740
Rv0640	Rv3923c	713
Rv0640	Rv3924c	935
Rv0641	Rv0651	998
Rv0641	Rv0652	997
Rv0641	Rv0667	952
Rv0641	Rv0668	939
Rv0641	Rv0682	992
Rv0641	Rv0683	995
Rv0641	Rv0684	989
Rv0641	Rv0685	997
Rv0641	Rv0700	995
Rv0641	Rv0701	998
Rv0641	Rv0702	999
Rv0641	Rv0703	998
Rv0641	Rv0704	998
Rv0641	Rv0705	997
Rv0641	Rv0706	998
Rv0641	Rv0707	996
Rv0641	Rv0708	999
Rv0641	Rv0709	998
Rv0641	Rv0710	995
Rv0641	Rv0714	998
Rv0641	Rv0715	997
Rv0641	Rv0716	999
Rv0641	Rv0717	976
Rv0641	Rv0718	995
Rv0641	Rv0719	998
Rv0641	Rv0720	997
Rv0641	Rv0721	997
Rv0641	Rv0722	998
Rv0641	Rv0723	999
Rv0641	Rv0732	985
Rv0641	Rv0733	805
Rv0641	Rv0734	779
Rv0641	Rv0979A	991
Rv0641	Rv1015c	991
Rv0641	Rv1023	785
Rv0641	Rv1037c	729
Rv0641	Rv1108c	701
Rv0641	Rv1165	712
Rv0641	Rv1252c	705
Rv0641	Rv1298	995
Rv0641	Rv1299	928
Rv0641	Rv1305	726
Rv0641	Rv1306	745
Rv0641	Rv1307	995
Rv0641	Rv1308	899
Rv0641	Rv1309	821
Rv0641	Rv1310	883
Rv0641	Rv1388	961
Rv0641	Rv1390	731
Rv0641	Rv1440	710
Rv0641	Rv1473	791
Rv0641	Rv1507c	734
Rv0641	Rv1617	824
Rv0641	Rv1629	745
Rv0641	Rv1630	994
Rv0641	Rv1641	941
Rv0641	Rv1642	991
Rv0641	Rv1643	996
Rv0641	Rv1650	907
Rv0641	Rv1667c	789
Rv0641	Rv1668c	789
Rv0641	Rv1699	800
Rv0641	Rv1840c	881
Rv0641	Rv2055c	964
Rv0641	Rv2056c	960
Rv0641	Rv2057c	956
Rv0641	Rv2058c	953
Rv0641	Rv2098c	882
Rv0641	Rv2099c	881
Rv0641	Rv2404c	959
Rv0641	Rv2412	991
Rv0641	Rv2440c	798
Rv0641	Rv2441c	995
Rv0641	Rv2442c	994
Rv0641	Rv2445c	704
Rv0641	Rv2462c	872
Rv0641	Rv2477c	906
Rv0641	Rv2529	843
Rv0641	Rv2534c	990
Rv0641	Rv2614c	884
Rv0641	Rv2783c	813
Rv0641	Rv2785c	993
Rv0641	Rv2839c	984
Rv0641	Rv2841c	891
Rv0641	Rv2861c	779
Rv0641	Rv2882c	983
Rv0641	Rv2883c	827
Rv0641	Rv2889c	969
Rv0641	Rv2890c	997
Rv0641	Rv2904c	997
Rv0641	Rv2906c	858
Rv0641	Rv2907c	859
Rv0641	Rv2909c	994
Rv0641	Rv2926c	850
Rv0641	Rv2992c	991
Rv0641	Rv3100c	945
Rv0641	Rv3105c	943
Rv0641	Rv3211	784
Rv0641	Rv3396c	950
Rv0641	Rv3442c	995
Rv0641	Rv3443c	999
Rv0641	Rv3456c	998
Rv0641	Rv3457c	948
Rv0641	Rv3458c	996
Rv0641	Rv3459c	996
Rv0641	Rv3460c	990
Rv0641	Rv3461c	991
Rv0641	Rv3462c	978
Rv0641	Rv3648c	807
Rv0641	Rv3924c	946
Rv0642c	Rv0643c	920
Rv0644c	Rv1015c	735
Rv0645c	Rv0646c	848
Rv0645c	Rv0647c	881
Rv0646c	Rv0647c	996
Rv0646c	Rv2928	734
Rv0648	Rv0649	959
Rv0648	Rv0650	963
Rv0648	Rv0745	793
Rv0648	Rv1999c	734
Rv0649	Rv0650	976
Rv0649	Rv0769	900
Rv0649	Rv1350	901
Rv0649	Rv2243	971
Rv0649	Rv2247	926
Rv0649	Rv2501c	905
Rv0649	Rv2524c	925
Rv0649	Rv3221c	900
Rv0649	Rv3285	905
Rv0649	Rv3559c	900
Rv0650	Rv0946c	927
Rv0650	Rv1121	895
Rv0650	Rv1447c	893
Rv0650	Rv1448c	839
Rv0650	Rv1449c	891
Rv0650	Rv1999c	824
Rv0650	Rv2702	980
Rv0650	Rv3068c	930
Rv0651	Rv0652	999
Rv0651	Rv0667	987
Rv0651	Rv0668	955
Rv0651	Rv0682	995
Rv0651	Rv0683	993
Rv0651	Rv0684	978
Rv0651	Rv0685	990
Rv0651	Rv0700	993
Rv0651	Rv0701	998
Rv0651	Rv0702	998
Rv0651	Rv0703	999
Rv0651	Rv0704	997
Rv0651	Rv0705	992
Rv0651	Rv0706	998
Rv0651	Rv0707	995
Rv0651	Rv0708	997
Rv0651	Rv0709	998
Rv0651	Rv0710	992
Rv0651	Rv0714	998
Rv0651	Rv0715	999
Rv0651	Rv0716	997
Rv0651	Rv0717	984
Rv0651	Rv0718	995
Rv0651	Rv0719	997
Rv0651	Rv0720	999
Rv0651	Rv0721	992
Rv0651	Rv0722	998
Rv0651	Rv0723	998
Rv0651	Rv0732	984
Rv0651	Rv0733	797
Rv0651	Rv0734	941
Rv0651	Rv0832	709
Rv0651	Rv0979A	990
Rv0651	Rv1004c	904
Rv0651	Rv1015c	998
Rv0651	Rv1017c	735
Rv0651	Rv1023	784
Rv0651	Rv1253	769
Rv0651	Rv1298	985
Rv0651	Rv1299	889
Rv0651	Rv1306	836
Rv0651	Rv1307	993
Rv0651	Rv1308	851
Rv0651	Rv1309	838
Rv0651	Rv1310	821
Rv0651	Rv1388	960
Rv0651	Rv1390	917
Rv0651	Rv1407	923
Rv0651	Rv1440	708
Rv0651	Rv1507c	748
Rv0651	Rv1617	975
Rv0651	Rv1630	989
Rv0651	Rv1641	904
Rv0651	Rv1642	991
Rv0651	Rv1643	994
Rv0651	Rv1699	841
Rv0651	Rv1840c	849
Rv0651	Rv2055c	968
Rv0651	Rv2056c	980
Rv0651	Rv2057c	968
Rv0651	Rv2058c	955
Rv0651	Rv2098c	850
Rv0651	Rv2099c	850
Rv0651	Rv2191	732
Rv0651	Rv2328	746
Rv0651	Rv2412	983
Rv0651	Rv2441c	995
Rv0651	Rv2442c	992
Rv0651	Rv2462c	936
Rv0651	Rv2478c	717
Rv0651	Rv2534c	940
Rv0651	Rv2583c	854
Rv0651	Rv2629	839
Rv0651	Rv2681	854
Rv0651	Rv2783c	787
Rv0651	Rv2785c	991
Rv0651	Rv2793c	733
Rv0651	Rv2839c	976
Rv0651	Rv2841c	915
Rv0651	Rv2861c	940
Rv0651	Rv2882c	880
Rv0651	Rv2889c	939
Rv0651	Rv2890c	996
Rv0651	Rv2904c	995
Rv0651	Rv2906c	819
Rv0651	Rv2907c	872
Rv0651	Rv2909c	991
Rv0651	Rv2916c	904
Rv0651	Rv2921c	892
Rv0651	Rv2926c	830
Rv0651	Rv2992c	994
Rv0651	Rv3013	781
Rv0651	Rv3036c	709
Rv0651	Rv3105c	717
Rv0651	Rv3211	772
Rv0651	Rv3241c	871
Rv0651	Rv3396c	933
Rv0651	Rv3442c	994
Rv0651	Rv3443c	999
Rv0651	Rv3456c	993
Rv0651	Rv3457c	966
Rv0651	Rv3458c	992
Rv0651	Rv3459c	992
Rv0651	Rv3460c	982
Rv0651	Rv3461c	991
Rv0651	Rv3462c	977
Rv0651	Rv3610c	731
Rv0651	Rv3628	754
Rv0651	Rv3812	709
Rv0651	Rv3924c	932
Rv0652	Rv0667	981
Rv0652	Rv0668	957
Rv0652	Rv0682	996
Rv0652	Rv0683	995
Rv0652	Rv0684	973
Rv0652	Rv0685	986
Rv0652	Rv0700	995
Rv0652	Rv0701	994
Rv0652	Rv0702	996
Rv0652	Rv0703	992
Rv0652	Rv0704	995
Rv0652	Rv0705	994
Rv0652	Rv0706	994
Rv0652	Rv0707	996
Rv0652	Rv0708	998
Rv0652	Rv0709	992
Rv0652	Rv0710	992
Rv0652	Rv0714	995
Rv0652	Rv0715	996
Rv0652	Rv0716	997
Rv0652	Rv0717	970
Rv0652	Rv0718	991
Rv0652	Rv0719	995
Rv0652	Rv0720	993
Rv0652	Rv0721	997
Rv0652	Rv0722	989
Rv0652	Rv0723	994
Rv0652	Rv0732	888
Rv0652	Rv0733	838
Rv0652	Rv0952	720
Rv0652	Rv0979A	992
Rv0652	Rv1015c	991
Rv0652	Rv1298	979
Rv0652	Rv1299	855
Rv0652	Rv1306	826
Rv0652	Rv1307	984
Rv0652	Rv1308	768
Rv0652	Rv1309	770
Rv0652	Rv1310	809
Rv0652	Rv1311	838
Rv0652	Rv1388	961
Rv0652	Rv1390	742
Rv0652	Rv1630	936
Rv0652	Rv1641	886
Rv0652	Rv1642	990
Rv0652	Rv1643	996
Rv0652	Rv1840c	848
Rv0652	Rv2055c	957
Rv0652	Rv2056c	960
Rv0652	Rv2057c	959
Rv0652	Rv2058c	957
Rv0652	Rv2098c	848
Rv0652	Rv2099c	848
Rv0652	Rv2244	732
Rv0652	Rv2412	986
Rv0652	Rv2420c	772
Rv0652	Rv2441c	997
Rv0652	Rv2442c	993
Rv0652	Rv2445c	886
Rv0652	Rv2460c	733
Rv0652	Rv2461c	790
Rv0652	Rv2462c	834
Rv0652	Rv2614c	805
Rv0652	Rv2785c	993
Rv0652	Rv2839c	959
Rv0652	Rv2841c	799
Rv0652	Rv2882c	964
Rv0652	Rv2889c	978
Rv0652	Rv2890c	997
Rv0652	Rv2904c	996
Rv0652	Rv2906c	751
Rv0652	Rv2907c	777
Rv0652	Rv2908c	781
Rv0652	Rv2909c	992
Rv0652	Rv2925c	863
Rv0652	Rv3105c	982
Rv0652	Rv3396c	724
Rv0652	Rv3418c	830
Rv0652	Rv3442c	998
Rv0652	Rv3443c	998
Rv0652	Rv3456c	995
Rv0652	Rv3457c	956
Rv0652	Rv3458c	996
Rv0652	Rv3459c	994
Rv0652	Rv3460c	980
Rv0652	Rv3461c	991
Rv0652	Rv3462c	788
Rv0652	Rv3628	765
Rv0652	Rv3921c	770
Rv0652	Rv3924c	867
Rv0653c	Rv0654	785
Rv0653c	Rv0674	703
Rv0653c	Rv0691c	805
Rv0653c	Rv0744c	716
Rv0653c	Rv1019	823
Rv0653c	Rv1151c	763
Rv0653c	Rv1152	740
Rv0653c	Rv1167c	833
Rv0653c	Rv1267c	766
Rv0653c	Rv1359	797
Rv0653c	Rv1460	785
Rv0653c	Rv1674c	788
Rv0653c	Rv1773c	765
Rv0653c	Rv1776c	765
Rv0653c	Rv1931c	806
Rv0653c	Rv1985c	825
Rv0653c	Rv3082c	776
Rv0653c	Rv3143	778
Rv0653c	Rv3167c	806
Rv0653c	Rv3183	780
Rv0653c	Rv3263	800
Rv0653c	Rv3291c	778
Rv0653c	Rv3328c	791
Rv0653c	Rv3692	733
Rv0653c	Rv3736	811
Rv0653c	Rv3830c	738
Rv0653c	Rv3840	799
Rv0653c	Rv3855	732
Rv0654	Rv0655	771
Rv0654	Rv0887c	870
Rv0654	Rv0911	870
Rv0655	Rv1364c	823
Rv0655	Rv1964	991
Rv0655	Rv1965	989
Rv0655	Rv1966	895
Rv0655	Rv1967	890
Rv0655	Rv1968	892
Rv0655	Rv1969	882
Rv0655	Rv1970	910
Rv0655	Rv1971	940
Rv0655	Rv3145	767
Rv0655	Rv3494c	891
Rv0655	Rv3495c	910
Rv0655	Rv3496c	893
Rv0655	Rv3497c	895
Rv0655	Rv3498c	893
Rv0655	Rv3499c	930
Rv0655	Rv3500c	990
Rv0655	Rv3501c	987
Rv0658c	Rv3877	721
Rv0658c	Rv3882c	719
Rv0659c	Rv0660c	903
Rv0659c	Rv1246c	755
Rv0660c	Rv1103c	870
Rv0660c	Rv1991A	803
Rv0660c	Rv2274A	870
Rv0661c	Rv0662c	942
Rv0661c	Rv0664	736
Rv0661c	Rv2871	798
Rv0661c	Rv2872	762
Rv0662c	Rv2871	807
Rv0662c	Rv2872	809
Rv0663	Rv0664	707
Rv0663	Rv0665	709
Rv0663	Rv0712	841
Rv0664	Rv0665	888
Rv0664	Rv0666	787
Rv0665	Rv0666	790
Rv0665	Rv1068c	801
Rv0665	Rv1720c	904
Rv0667	Rv0668	999
Rv0667	Rv0682	997
Rv0667	Rv0683	987
Rv0667	Rv0684	992
Rv0667	Rv0685	991
Rv0667	Rv0700	997
Rv0667	Rv0701	998
Rv0667	Rv0702	994
Rv0667	Rv0703	988
Rv0667	Rv0704	997
Rv0667	Rv0705	995
Rv0667	Rv0706	994
Rv0667	Rv0707	991
Rv0667	Rv0708	986
Rv0667	Rv0709	954
Rv0667	Rv0710	987
Rv0667	Rv0711	739
Rv0667	Rv0714	966
Rv0667	Rv0715	983
Rv0667	Rv0716	973
Rv0667	Rv0717	949
Rv0667	Rv0718	984
Rv0667	Rv0719	997
Rv0667	Rv0720	962
Rv0667	Rv0721	996
Rv0667	Rv0722	958
Rv0667	Rv0723	986
Rv0667	Rv0732	958
Rv0667	Rv0735	999
Rv0667	Rv0832	724
Rv0667	Rv0861c	856
Rv0667	Rv0957	833
Rv0667	Rv0973c	775
Rv0667	Rv0979A	729
Rv0667	Rv1015c	848
Rv0667	Rv1020	963
Rv0667	Rv1080c	915
Rv0667	Rv1179c	873
Rv0667	Rv1253	784
Rv0667	Rv1297	932
Rv0667	Rv1305	704
Rv0667	Rv1306	775
Rv0667	Rv1307	983
Rv0667	Rv1308	931
Rv0667	Rv1309	840
Rv0667	Rv1310	959
Rv0667	Rv1315	789
Rv0667	Rv1329c	971
Rv0667	Rv1334	838
Rv0667	Rv1372	802
Rv0667	Rv1388	940
Rv0667	Rv1390	999
Rv0667	Rv1407	898
Rv0667	Rv1436	783
Rv0667	Rv1483	903
Rv0667	Rv1484	966
Rv0667	Rv1507c	742
Rv0667	Rv1536	712
Rv0667	Rv1547	810
Rv0667	Rv1612	721
Rv0667	Rv1630	992
Rv0667	Rv1642	811
Rv0667	Rv1643	884
Rv0667	Rv1649	805
Rv0667	Rv1650	960
Rv0667	Rv1660	801
Rv0667	Rv1665	801
Rv0667	Rv1691	811
Rv0667	Rv1694	860
Rv0667	Rv1699	896
Rv0667	Rv1821	850
Rv0667	Rv1843c	730
Rv0667	Rv1854c	776
Rv0667	Rv1908c	924
Rv0667	Rv1947	856
Rv0667	Rv1961	856
Rv0667	Rv2043c	965
Rv0667	Rv2050	991
Rv0667	Rv2055c	811
Rv0667	Rv2056c	948
Rv0667	Rv2095c	877
Rv0667	Rv2096c	794
Rv0667	Rv2101	983
Rv0667	Rv2150c	862
Rv0667	Rv2245	803
Rv0667	Rv2267c	810
Rv0667	Rv2328	724
Rv0667	Rv2343c	737
Rv0667	Rv2359	834
Rv0667	Rv2416c	875
Rv0667	Rv2428	967
Rv0667	Rv2441c	861
Rv0667	Rv2442c	774
Rv0667	Rv2448c	736
Rv0667	Rv2462c	723
Rv0667	Rv2501c	775
Rv0667	Rv2524c	722
Rv0667	Rv2703	999
Rv0667	Rv2710	999
Rv0667	Rv2737c	970
Rv0667	Rv2783c	904
Rv0667	Rv2785c	941
Rv0667	Rv2839c	968
Rv0667	Rv2841c	991
Rv0667	Rv2882c	782
Rv0667	Rv2889c	940
Rv0667	Rv2890c	969
Rv0667	Rv2904c	921
Rv0667	Rv2906c	875
Rv0667	Rv2907c	770
Rv0667	Rv2909c	862
Rv0667	Rv2917	855
Rv0667	Rv3036c	724
